source,dest,dist
294,מרכז הצעירים,3.6040394333126544
294,"מתנ""ס רמות",1.9515171885143578
294,"מתנ""ס נווה זאב",3.5262752836302904
294,מתנס נווה נוי,4.639816499668619
295,"מתנ""ס לוין",0.8194197076214061
295,"מתנ""ס נירים",0.5707015758198611
295,"מתנ""ס נעורים",0.7909281004625559
295,"מתנ""ס פאני קפלן",0.4559566588828482
295,"מתנ""ס טאובל",1.800273095713461
295,"מתנ""ס - י'א",3.050365413177064
295,מרכז הצעירים,3.7071086242151687
295,"מתנ""ס רמות",1.1075068564327368
295,"מתנ""ס נווה זאב",4.125148610715836
295,מתנס נווה נוי,4.831803852050635
296,"מתנ""ס לוין",0.5974130720172054
296,"מתנ""ס נירים",0.3226445603119189
296,"מתנ""ס נעורים",1.0450306773958817
296,"מתנ""ס פאני קפלן",1.1074210479194793
296,"מתנ""ס טאובל",2.173100585511579
296,"מתנ""ס - י'א",2.1765585992100593
296,מרכז הצעירים,3.3167535804548454
296,"מתנ""ס רמות",1.8080845964654626
296,"מתנ""ס נווה זאב",3.4431605882310192
296,מתנס נווה נוי,4.394384347748135
297,"מתנ""ס לוין",0.4691003652562163
297,"מתנ""ס נירים",0.163809765946241
297,"מתנ""ס נעורים",0.8861195941430707
297,"מתנ""ס פאני קפלן",0.9398148168519541
297,"מתנ""ס טאובל",2.020363653798881
297,"מתנ""ס - י'א",2.320290008100912
297,מרכז הצעירים,3.2928752261236918
297,"מתנ""ס רמות",1.7217185886208164
297,"מתנ""ס נווה זאב",3.4973099786032593
297,מתנס נווה נוי,4.384913706765482
298,"מתנ""ס לוין",0.5488289097271791
298,"מתנ""ס נירים",0.1994437917691471
298,"מתנ""ס נעורים",0.9586503902388668
298,"מתנ""ס פאני קפלן",0.9879053211119634
298,"מתנ""ס טאובל",2.0950480395409965
298,"מתנ""ס - י'א",2.304635800381894
298,מרכז הצעירים,3.3575634784698716
298,"מתנ""ס רמות",1.6977319041032914
298,"מתנ""ס נווה זאב",3.5343823100164404
298,מתנס נווה נוי,4.445629149034594
299,"מתנ""ס לוין",0.684902685614798
299,"מתנ""ס נירים",0.8214839479798188
299,"מתנ""ס נעורים",0.28082977919533336
299,"מתנ""ס פאני קפלן",0.20180624557971813
299,"מתנ""ס טאובל",1.1875992463915528
299,"מתנ""ס - י'א",3.1493819252497843
299,מרכז הצעירים,3.24535597508895
299,"מתנ""ס רמות",1.5959113172880928
299,"מתנ""ס נווה זאב",3.8632209085322042
299,מתנס נווה נוי,4.378345900056836
300,"מתנ""ס לוין",0.7631329335915575
300,"מתנ""ס נירים",0.868241979157236
300,"מתנ""ס נעורים",0.3646874943667859
300,"מתנ""ס פאני קפלן",0.1562931235052331
300,"מתנ""ס טאובל",1.194202505344133
300,"מתנ""ס - י'א",3.2253065653407114
300,מרכז הצעירים,3.3191681950675713
300,"מתנ""ס רמות",1.5375147782370304
300,"מתנ""ס נווה זאב",3.948405167137574
300,מתנס נווה נוי,4.452310474930088
301,"מתנ""ס לוין",0.5817383274775582
301,"מתנ""ס נירים",0.45080468956890213
301,"מתנ""ס נעורים",0.5563977652426796
301,"מתנ""ס פאני קפלן",0.3509649511865272
301,"מתנ""ס טאובל",1.6287201492254753
301,"מתנ""ס - י'א",2.9165579658198317
301,מרכז הצעירים,3.452731545099908
301,"מתנ""ס רמות",1.3589173197125013
301,"מתנ""ס נווה זאב",3.893684307633011
301,מתנס נווה נוי,4.57777226512824
302,"מתנ""ס לוין",0.8608461212368848
302,"מתנ""ס נירים",0.6779407992512548
302,"מתנ""ס נעורים",0.744397467587645
302,"מתנ""ס פאני קפלן",0.3493180882538264
302,"מתנ""ס טאובל",1.6946400291649597
302,"מתנ""ס - י'א",3.161871717051897
302,מרכז הצעירים,3.700336822466686
302,"מתנ""ס רמות",1.1050431892293826
302,"מתנ""ס נווה זאב",4.172606917956237
302,מתנס נווה נוי,4.8290316889401526
303,"מתנ""ס לוין",0.9118322912377478
303,"מתנ""ס נירים",0.7401559239371888
303,"מתנ""ס נעורים",0.7659429135201914
303,"מתנ""ס פאני קפלן",0.3444701063718633
303,"מתנ""ס טאובל",1.6800345973150466
303,"מתנ""ס - י'א",3.224019408599124
303,מרכז הצעירים,3.7323021060196093
303,"מתנ""ס רמות",1.0758210862271866
303,"מתנ""ס נווה זאב",4.222301655213466
303,מתנס נווה נוי,4.862169387132464
304,"מתנ""ס לוין",0.8560662445477332
304,"מתנ""ס נירים",0.7253889466151764
304,"מתנ""ס נעורים",0.6834962420752738
304,"מתנ""ס פאני קפלן",0.2605601496881377
304,"מתנ""ס טאובל",1.6011532480849673
304,"מתנ""ס - י'א",3.2043154856311458
304,מרכז הצעירים,3.653725735142755
304,"מתנ""ס רמות",1.157229020860235
304,"מתנ""ס נווה זאב",4.161623847556277
304,מתנס נווה נוי,4.7842403463493355
305,"מתנ""ס לוין",0.8180952687594503
305,"מתנ""ס נירים",0.7147417129082445
305,"מתנ""ס נעורים",0.6296828177321975
305,"מתנ""ס פאני קפלן",0.20930564562882514
305,"מתנ""ס טאובל",1.5538691556248214
305,"מתנ""ס - י'א",3.1866926677279896
305,מרכז הצעירים,3.6014396659647163
305,"מתנ""ס רמות",1.2109589477455593
305,"מתנ""ס נווה זאב",4.118979932295014
305,מתנס נווה נוי,4.732238421450982
306,"מתנ""ס לוין",0.7822608046049735
306,"מתנ""ס נירים",0.6604415930359689
306,"מתנ""ס נעורים",0.6293188445048217
306,"מתנ""ס פאני קפלן",0.24129306060537226
306,"מתנ""ס טאובל",1.5880764691171811
306,"מתנ""ס - י'א",3.135436468960452
306,מרכז הצעירים,3.591945822165626
306,"מתנ""ס רמות",1.2151423533284011
306,"מתנ""ס נווה זאב",4.088933949909112
306,מתנס נווה נוי,4.721655657701811
307,"מתנ""ס לוין",0.7882686145880142
307,"מתנ""ס נירים",0.6439295972447618
307,"מתנ""ס נעורים",0.657549773904212
307,"מתנ""ס פאני קפלן",0.27862171567498006
307,"מתנ""ס טאובל",1.6252717285410638
307,"מתנ""ס - י'א",3.1233039429423886
307,מרכז הצעירים,3.6142987781292346
307,"מתנ""ס רמות",1.1913850951624636
307,"מתנ""ס נווה זאב",4.098071903518996
307,מתנס נווה נוי,4.743330871010065
308,"מתנ""ס לוין",0.8373704831605425
308,"מתנ""ס נירים",0.6765590903102764
308,"מתנ""ס נעורים",0.7050272314545567
308,"מתנ""ס פאני קפלן",0.30806216478697657
308,"מתנ""ס טאובל",1.6540444279414839
308,"מתנ""ס - י'א",3.1590590623369716
308,מרכז הצעירים,3.664758687322733
308,"מתנ""ס רמות",1.1412706930942813
308,"מתנ""ס נווה זאב",4.147932996430856
308,מתנס נווה נוי,4.793970588899075
309,"מתנ""ס לוין",0.9995136664205669
309,"מתנ""ס נירים",0.5473787471682853
309,"מתנ""ס נעורים",1.3014570472478386
309,"מתנ""ס פאני קפלן",1.155445538252417
309,"מתנ""ס טאובל",2.428020473924576
309,"מתנ""ס - י'א",2.5276577571721903
309,מרכז הצעירים,3.848312987882999
309,"מתנ""ס רמות",1.3707483323368277
309,"מתנ""ס נווה זאב",3.9687624216849344
309,מתנס נווה נוי,4.932747705280597
310,"מתנ""ס לוין",0.9876273683223705
310,"מתנ""ס נירים",0.545473431420367
310,"מתנ""ס נעורים",1.3203420081798527
310,"מתנ""ס פאני קפלן",1.2040521046265698
310,"מתנ""ס טאובל",2.4539147733474347
310,"מתנ""ס - י'א",2.4380950267283
310,מרכז הצעירים,3.8039823596385944
310,"מתנ""ס רמות",1.4599770740800921
310,"מתנ""ס נווה זאב",3.896972413358362
310,מתנס נווה נוי,4.882451372705496
311,"מתנ""ס לוין",1.052243430268292
311,"מתנ""ס נירים",0.6060893939763058
311,"מתנ""ס נעורים",1.3729928493768473
311,"מתנ""ס פאני קפלן",1.2378106313934911
311,"מתנ""ס טאובל",2.503141260029527
311,"מתנ""ס - י'א",2.476812445527401
311,מרכז הצעירים,3.8737580625291197
311,"מתנ""ס רמות",1.4213555056124187
311,"מתנ""ס נווה זאב",3.9605152532310086
311,מתנס נווה נוי,4.951906876130463
312,"מתנ""ס לוין",1.1061679996798892
312,"מתנ""ס נירים",0.6701395042670173
312,"מתנ""ס נעורים",1.4483829030553463
312,"מתנ""ס פאני קפלן",1.3283315038138679
312,"מתנ""ס טאובל",2.582374976485677
312,"מתנ""ס - י'א",2.4101826214062787
312,מרכז הצעירים,3.8910760072256667
312,"מתנ""ס רמות",1.4926201961057401
312,"מתנ""ס נווה זאב",3.9392638283191044
312,מתנס נווה נוי,4.961439851941696
313,"מתנ""ס לוין",1.1041621735862281
313,"מתנ""ס נירים",0.6820016449262171
313,"מתנ""ס נעורים",1.4686509779350443
313,"מתנ""ס פאני קפלן",1.371886732357208
313,"מתנ""ס טאובל",2.606172814478499
313,"מתנ""ס - י'א",2.3314001466036585
313,מרכז הצעירים,3.853527128553213
313,"מתנ""ס רמות",1.5719757229053355
313,"מתנ""ס נווה זאב",3.877011850383924
313,מתנס נווה נוי,4.917958565681761
314,"מתנ""ס לוין",1.032057794674453
314,"מתנ""ס נירים",0.6196183447222962
314,"מתנ""ס נעורים",1.40929836735465
314,"מתנ""ס פאני קפלן",1.3334420625633667
314,"מתנ""ס טאובל",2.5483072965309423
314,"מתנ""ס - י'א",2.288900959868466
314,מרכז הצעירים,3.77263026581682
314,"מתנ""ס רמות",1.6093462208316887
314,"מתנ""ס נווה זאב",3.804306255817305
314,מתנס נווה נוי,4.837677418238763
315,"מתנ""ס לוין",0.9338693229671633
315,"מתנ""ס נירים",0.9261078808060753
315,"מתנ""ס נעורים",0.6040133888123759
315,"מתנ""ס פאני קפלן",0.1647375948453435
315,"מתנ""ס טאובל",1.3547925395869915
315,"מתנ""ס - י'א",3.365635827801015
315,מרכז הצעירים,3.5663383384154543
315,"מתנ""ס רמות",1.3056996399694347
315,"מתנ""ס נווה זאב",4.178003589954695
315,מתנס נווה נוי,4.699484918433698
316,"מתנ""ס לוין",0.5155256779074905
316,"מתנ""ס נירים",0.9225219611704336
316,"מתנ""ס נעורים",0.2870601069646262
316,"מתנ""ס פאני קפלן",0.7507209092858592
316,"מתנ""ס טאובל",1.087024129295588
316,"מתנ""ס - י'א",2.820417661472549
316,מרכז הצעירים,2.6913188293044525
316,"מתנ""ס רמות",2.1219329954602015
316,"מתנ""ס נווה זאב",3.320414557103433
316,מתנס נווה נוי,3.8232996715335754
317,"מתנ""ס לוין",0.7018155255618144
317,"מתנ""ס נירים",0.3198092282528015
317,"מתנ""ס נעורים",0.8646721418417407
317,"מתנ""ס פאני קפלן",0.6769298158308961
317,"מתנ""ס טאובל",1.966617815457306
317,"מתנ""ס - י'א",2.7623388896782886
317,מרכז הצעירים,3.6306123339164147
317,"מתנ""ס רמות",1.2683215006362143
317,"מתנ""ס נווה זאב",3.9390534469067617
317,מתנס נווה נוי,4.742862251713323
318,"מתנ""ס לוין",0.6617834426852868
318,"מתנ""ס נירים",0.30799647515270034
318,"מתנ""ס נעורים",0.8093541228138997
318,"מתנ""ס פאני קפלן",0.6269874508943405
318,"מתנ""ס טאובל",1.911177823826832
318,"מתנ""ס - י'א",2.7731834711472287
318,מרכז הצעירים,3.5901351059268443
318,"מתנ""ס רמות",1.2895198649848865
318,"מתנ""ס נווה זאב",3.9174103417374835
318,מתנס נווה נוי,4.704399476732392
319,"מתנ""ס לוין",0.6126020135214614
319,"מתנ""ס נירים",0.32942323284950276
319,"מתנ""ס נעורים",0.7155939892813274
319,"מתנ""ס פאני קפלן",0.5326188278621261
319,"מתנ""ס טאובל",1.8121860554056313
319,"מתנ""ס - י'א",2.8127626282815017
319,מרכז הצעירים,3.5333769116208216
319,"מתנ""ס רמות",1.3150054667977806
319,"מתנ""ס נווה זאב",3.8984587433589826
319,מתנס נווה נוי,4.651594989179113
320,"מתנ""ס לוין",0.6070929190755813
320,"מתנ""ס נירים",0.3735406812002081
320,"מתנ""ס נעורים",0.6659876930312506
320,"מתנ""ס פאני קפלן",0.4678311352863763
320,"מתנ""ס טאובל",1.752571469984952
320,"מתנ""ס - י'א",2.8567329227022973
320,מרכז הצעירים,3.5156482182946642
320,"מתנ""ס רמות",1.315650513886199
320,"מתנ""ס נווה זאב",3.9074808949663997
320,מתנס נווה נוי,4.636575828458102
321,"מתנ""ס לוין",0.6028811986002491
321,"מתנ""ס נירים",0.15717174789747468
321,"מתנ""ס נעורים",0.9441271511860135
321,"מתנ""ס פאני קפלן",0.9026355906567075
321,"מתנ""ס טאובל",2.082995911658638
321,"מתנ""ס - י'א",2.4458287597679607
321,מרכז הצעירים,3.4746870788592403
321,"מתנ""ס רמות",1.5443966031989367
321,"מתנ""ס נווה זאב",3.6830399836702443
321,מתנס נווה נוי,4.570070795683458
322,"מתנ""ס לוין",0.7287770505076477
322,"מתנ""ס נירים",0.2835484163305508
322,"מתנ""ס נעורים",1.0648321461118757
322,"מתנ""ס פאני קפלן",0.9914986315219873
322,"מתנ""ס טאובל",2.2020992319480968
322,"מתנ""ס - י'א",2.4409406696929135
322,מרכז הצעירים,3.5833527561433773
322,"מתנ""ס רמות",1.5020190275835177
322,"מתנ""ס נווה זאב",3.753592365484438
322,מתנס נווה נוי,4.673539860450588
323,"מתנ""ס לוין",0.8973987318060853
323,"מתנ""ס נירים",0.4743619880851992
323,"מתנ""ס נעורים",1.2630042016927134
323,"מתנ""ס פאני קפלן",1.1903600994294719
323,"מתנ""ס טאובל",2.4016776206708945
323,"מתנ""ס - י'א",2.3420069581966705
323,מרכז הצעירים,3.6848898527942424
323,"מתנ""ס רמות",1.5615017009761092
323,"מתנ""ס נווה זאב",3.772889889329811
323,מתנס נווה נוי,4.760655516110243
324,"מתנ""ס לוין",0.8391928351229089
324,"מתנ""ס נירים",0.4036494163873912
324,"מתנ""ס נעורים",1.1883730507996686
324,"מתנ""ס פאני קפלן",1.1078761407866513
324,"מתנ""ס טאובל",2.3259244149708467
324,"מתנ""ס - י'א",2.3963714007271006
324,מרכז הצעירים,3.6600950629142934
324,"מתנ""ס רמות",1.5168642578256146
324,"מתנ""ס נווה זאב",3.7829111326822953
324,מתנס נווה נוי,4.742462902393549
325,"מתנ""ס לוין",0.7532909367425091
325,"מתנ""ס נירים",0.42025230810756875
325,"מתנ""ס נעורים",0.8425752803349533
325,"מתנ""ס פאני קפלן",0.5953243329945623
325,"מתנ""ס טאובל",1.914523916351083
325,"מתנ""ס - י'א",2.880229005936335
325,מרכז הצעירים,3.6766708830630868
325,"מתנ""ס רמות",1.1828554760433194
325,"מתנ""ס נווה זאב",4.0252608111684856
325,מתנס נווה נוי,4.79422546076322
326,"מתנ""ס לוין",0.7416753132139671
326,"מתנ""ס נירים",1.1918117389691132
326,"מתנ""ס נעורים",0.6387333335038056
326,"מתנ""ס פאני קפלן",1.1012881861210897
326,"מתנ""ס טאובל",1.0794868814124552
326,"מתנ""ס - י'א",2.7411373257732485
326,מרכז הצעירים,2.3390219750763617
326,"מתנ""ס רמות",2.4744298828109597
326,"מתנ""ס נווה זאב",3.024790584399834
326,מתנס נווה נוי,3.471391350936904
327,"מתנ""ס לוין",0.6741540729932435
327,"מתנ""ס נירים",1.1251257746155383
327,"מתנ""ס נעורים",0.5964134943857874
327,"מתנ""ס פאני קפלן",1.0601088893843071
327,"מתנ""ס טאובל",1.1223930185580326
327,"מתנ""ס - י'א",2.701259031253978
327,מרכז הצעירים,2.3836414208012204
327,"מתנ""ס רמות",2.4250645663791235
327,"מתנ""ס נווה זאב",3.0364980947903573
327,מתנס נווה נוי,3.5150608275124795
328,"מתנ""ס לוין",0.5984166835335343
328,"מתנ""ס נירים",1.0459203835007085
328,"מתנ""ס נעורים",0.5151008238822317
328,"מתנ""ס פאני קפלן",0.9785116187210265
328,"מתנ""ס טאובל",1.1335319902401109
328,"מתנ""ס - י'א",2.702603824868632
328,מרכז הצעירים,2.468165725541703
328,"מתנ""ס רמות",2.3393961828880716
328,"מתנ""ס נווה זאב",3.0992312662569574
328,מתנס נווה נוי,3.5991200323236288
329,"מתנ""ס לוין",0.49039123232015897
329,"מתנ""ס נירים",0.928679972489072
329,"מתנ""ס נעורים",0.3985345027168691
329,"מתנ""ס פאני קפלן",0.8589091047245467
329,"מתנ""ס טאובל",1.1642588115444683
329,"מתנ""ס - י'א",2.707722773008297
329,מרכז הצעירים,2.5947360835494178
329,"מתנ""ס רמות",2.211457697204652
329,"מתנ""ס נווה זאב",3.1940015400115014
329,מתנס נווה נוי,3.7248947826751504
330,"מתנ""ס לוין",0.7837208958584969
330,"מתנ""ס נירים",0.36129084793986793
330,"מתנ""ס נעורים",0.9776174088407819
330,"מתנ""ס פאני קפלן",0.7863511569473243
330,"מתנ""ס טאובל",2.081908337876453
330,"מתנ""ס - י'א",2.732587528289942
330,מרכז הצעירים,3.707870801085438
330,"מתנ""ס רמות",1.242034146325596
330,"מתנ""ס נווה זאב",3.9757348295201176
330,מתנס נווה נוי,4.8153412438163175
331,"מתנ""ס לוין",0.8654053281322183
331,"מתנ""ס נירים",0.434650302066156
331,"מתנ""ס נעורים",1.057947174301868
331,"מתנ""ס פאני קפלן",0.8475755685390023
331,"מתנ""ס טאובל",2.155894157406362
331,"מתנ""ס - י'א",2.7545201651620537
331,מרכז הצעירים,3.787135300660371
331,"מתנ""ס רמות",1.1914129888103753
331,"מתנ""ס נווה זאב",4.037873067615514
331,מתנס נווה נוי,4.892922745820917
332,"מתנ""ס לוין",0.7334156152281365
332,"מתנ""ס נירים",0.2808591287462437
332,"מתנ""ס נעורים",1.003314903842676
332,"מתנ""ס פאני קפלן",0.8770293462981728
332,"מתנ""ס טאובל",2.1300463024645273
332,"מתנ""ס - י'א",2.584756558495127
332,מרכז הצעירים,3.6346960775551413
332,"מתנ""ס רמות",1.3753139870611895
332,"מתנ""ס נווה זאב",3.856924451652056
332,מתנס נווה נוי,4.734420955397986
333,"מתנ""ס לוין",0.80505288445129
333,"מתנ""ס נירים",0.4356794280197984
333,"מתנ""ס נעורים",0.9201386162135362
333,"מתנ""ס פאני קפלן",0.6729156168847934
333,"מתנ""ס טאובל",1.9948989068777245
333,"מתנ""ס - י'א",2.864194392772623
333,מרכז הצעירים,3.7329083550540263
333,"מתנ""ס רמות",1.1525818028237187
333,"מתנ""ס נווה זאב",4.054546710359525
333,מתנס נווה נוי,4.847749676242648
334,"מתנ""ס לוין",0.8560101249348169
334,"מתנ""ס נירים",0.5109966062983218
334,"מתנ""ס נעורים",0.9264689617032696
334,"מתנ""ס פאני קפלן",0.6387882448172723
334,"מתנ""ס טאובל",1.9756268533860175
334,"מתנ""ס - י'א",2.9485250415085438
334,מרכז הצעירים,3.7786294614963762
334,"מתנ""ס רמות",1.0829455837317097
334,"מתנ""ס נווה זאב",4.124122602837898
334,מתנס נווה נוי,4.896637120052223
335,"מתנ""ס לוין",0.9142611608957408
335,"מתנ""ס נירים",0.5977766665451715
335,"מתנ""ס נעורים",0.9339273984981822
335,"מתנ""ס פאני קפלן",0.6023031330649556
335,"מתנ""ס טאובל",1.9482732456938818
335,"מתנ""ס - י'א",3.045684579954668
335,מרכז הצעירים,3.825297104553531
335,"מתנ""ס רמות",1.0112601796471477
335,"מתנ""ס נווה זאב",4.2000046755514955
335,מתנס נווה נוי,4.946727099095367
336,"מתנ""ס לוין",0.7742250948565623
336,"מתנ""ס נירים",0.5908555739520461
336,"מתנ""ס נעורים",0.6923431005863218
336,"מתנ""ס פאני קפלן",0.3447383626707089
336,"מתנ""ס טאובל",1.6885303502932234
336,"מתנ""ס - י'א",3.0741546635268433
336,מרכז הצעירים,3.63091735199591
336,"מתנ""ס רמות",1.1753555218524636
336,"מתנ""ס נווה זאב",4.086152815252586
336,מתנס נווה נוי,4.75812538064265
337,"מתנ""ס לוין",5.298211162811267
337,"מתנ""ס נירים",5.734151264677491
337,"מתנ""ס נעורים",5.0008838778330755
337,"מתנ""ס פאני קפלן",5.31570307944964
337,"מתנ""ס טאובל",3.989985067519546
337,"מתנ""ס - י'א",6.578345672429213
337,מרכז הצעירים,3.544177186438232
337,"מתנ""ס רמות",6.585368041714129
337,"מתנ""ס נווה זאב",5.06518884586868
337,מתנס נווה נוי,3.5862337590915554
338,"מתנ""ס לוין",5.193110881948608
338,"מתנ""ס נירים",5.631796877848574
338,"מתנ""ס נעורים",4.9055099349063545
338,"מתנ""ס פאני קפלן",5.22875196835033
338,"מתנ""ס טאובל",3.910559400662731
338,"מתנ""ס - י'א",6.438531439051728
338,מרכז הצעירים,3.3934137279419234
338,"מתנ""ס רמות",6.511297117288304
338,"מתנ""ס נווה זאב",4.910640608812419
338,מתנס נווה נוי,3.4292630110513014
339,"מתנ""ס לוין",5.400194625881809
339,"מתנ""ס נירים",5.840004248240419
339,"מתנ""ס נעורים",5.116246454375252
339,"מתנ""ס פאני קפלן",5.441420952786656
339,"מתנ""ס טאובל",4.124248329093792
339,"מתנ""ס - י'א",6.612716792658351
339,מרכז הצעירים,3.5433214795923216
339,"מתנ""ס רמות",6.72520878502803
339,"מתנ""ס נווה זאב",5.042340006619124
339,מתנס נווה נוי,3.5220276989851618
340,"מתנ""ס לוין",5.2937619413603585
340,"מתנ""ס נירים",5.732740078804197
340,"מתנ""ס נעורים",5.0069823151770505
340,"מתנ""ס פאני קפלן",5.330400133739066
340,"מתנ""ס טאובל",4.0119856769003714
340,"מתנ""ס - י'א",6.527350757192738
340,מרכז הצעירים,3.4718222224358413
340,"מתנ""ס רמות",6.612450641555125
340,"מתנ""ס נווה זאב",4.981464622589269
340,מתנס נווה נוי,3.482439202082965
341,"מתנ""ס לוין",5.372611863405228
341,"מתנ""ס נירים",5.810101786183575
341,"מתנ""ס נעורים",5.080362020101808
341,"מתנ""ס פאני קפלן",5.3990114218584635
341,"מתנ""ס טאובל",4.076144782669531
341,"מתנ""ס - י'א",6.624360453083755
341,מרכז הצעירים,3.5732210824974375
341,"מתנ""ס רמות",6.673655655777996
341,"מתנ""ס נווה זאב",5.0840197385009125
341,מתנס נווה נוי,3.583711315164145
342,"מתנ""ס לוין",5.4549779845807675
342,"מתנ""ס נירים",5.893654232680056
342,"מתנ""ס נעורים",5.166738099484869
342,"מתנ""ס פאני קפלן",5.488258906846652
342,"מתנ""ס טאובל",4.167578010455698
342,"מתנ""ס - י'א",6.682468756611309
342,מרכז הצעירים,3.617017920509434
342,"מתנ""ס רמות",6.766444551534744
342,"מתנ""ס נווה זאב",5.1176649875655285
342,מתנס נווה נוי,3.59774783978838
343,"מתנ""ס לוין",5.445203841261249
343,"מתנ""ס נירים",5.881305941513026
343,"מתנ""ס נעורים",5.148100852419883
343,"מתנ""ס פאני קפלן",5.462421607744167
343,"מתנ""ס טאובל",4.1358893660559835
343,"מתנ""ס - י'א",6.713172676721419
343,מרכז הצעירים,3.6660455558137257
343,"מתנ""ס רמות",6.7302051718470555
343,"מתנ""ס נווה זאב",5.177893743730915
343,מתנס נווה נוי,3.676569925123657
344,"מתנ""ס לוין",5.518546223098835
344,"מתנ""ס נירים",5.957411679886063
344,"מתנ""ס נעורים",5.230852241848966
344,"מתנ""ס פאני קפלן",5.552533764821337
344,"מתנ""ס טאובל",4.2317872524959315
344,"מתנ""ס - י'א",6.738778021717293
344,מרכז הצעירים,3.667666778867325
344,"מתנ""ס רמות",6.8305059338277045
344,"מתנ""ס נווה זאב",5.163392455197945
344,מתנס נווה נוי,3.6337257198182393
345,"מתנ""ס לוין",5.655943088339062
345,"מתנ""ס נירים",6.090133569062021
345,"מתנ""ס נעורים",5.352293980611497
345,"מתנ""ס פאני קפלן",5.660151206206122
345,"מתנ""ס טאובל",4.328560197906852
345,"מתנ""ס - י'א",6.938397268331272
345,מרכז הצעירים,3.8886363960062647
345,"מתנ""ס רמות",6.9166628546143745
345,"מתנ""ס נווה זאב",5.3956658070362975
345,מתנס נווה נוי,3.878889312908023
346,"מתנ""ס לוין",5.741842296985109
346,"מתנ""ס נירים",6.177524887110508
346,"מתנ""ס נעורים",5.442788053846936
346,"מתנ""ס פאני קפלן",5.754193299243858
346,"מתנ""ס טאובל",4.424794028416401
346,"מתנ""ס - י'א",6.9975385002482255
346,מרכז הצעירים,3.9325827414116965
346,"מתנ""ס רמות",7.015419372372583
346,"מתנ""ס נווה זאב",5.428784822051292
346,מתנס נווה נוי,3.8924494604206075
347,"מתנ""ס לוין",5.820171897010331
347,"מתנ""ס נירים",6.254364529403725
347,"מתנ""ס נעורים",5.516240757445674
347,"מתנ""ס פאני קפלן",5.823170906151905
347,"מתנ""ס טאובל",4.49065672669395
347,"מתנ""ס - י'א",7.09290517200928
347,מרכז הצעירים,4.03233903409483
347,"מתנ""ס רמות",7.077023947068228
347,"מתנ""ס נווה זאב",5.530232334315538
347,מתנס נווה נוי,3.9940898985244253
348,"מתנ""ס לוין",5.745971326410973
348,"מתנ""ס נירים",6.178765530106946
348,"מתנ""ס נעורים",5.437899278268495
348,"מתנ""ס פאני קפלן",5.741539366305635
348,"מתנ""ס טאובל",4.4071852356729355
348,"מתנ""ס - י'א",7.04250251942171
348,מרכז הצעירים,3.995485283759024
348,"מתנ""ס רמות",6.99091013737706
348,"מתנ""ס נווה זאב",5.502762586848873
348,מתנס נווה נוי,3.9835613280720836
349,"מתנ""ס לוין",5.409268097252797
349,"מתנ""ס נירים",5.858676168560064
349,"מתנ""ס נעורים",5.171103992268216
349,"מתנ""ס פאני קפלן",5.529113689035079
349,"מתנ""ס טאובל",4.25299822326603
349,"מתנ""ס - י'א",6.416500907424071
349,מרכז הצעירים,3.279896465234724
349,"מתנ""ס רמות",6.856685258938755
349,"מתנ""ס נווה זאב",4.710514970377484
349,מתנס נווה נוי,3.109119364916492
350,"מתנ""ס לוין",5.4541331775752555
350,"מתנ""ס נירים",5.902008561979553
350,"מתנ""ס נעורים",5.20663800387905
350,"מתנ""ס פאני קפלן",5.5582591004877715
350,"מתנ""ס טאובל",4.272154975151411
350,"מתנ""ס - י'א",6.4992163317173155
350,מרכז הצעירים,3.3709884002246753
350,"מתנ""ס רמות",6.877550358671469
350,"מתנ""ס נווה זאב",4.813047301611603
350,מתנס נווה נוי,3.220980172377751
351,"מתנ""ס לוין",5.4823401567849235
351,"מתנ""ס נירים",5.928050927440053
351,"מתנ""ס נעורים",5.223381632130529
351,"מתנ""ס פאני קפלן",5.566921516296989
351,"מתנ""ס טאובל",4.269673546998857
351,"מתנ""ס - י'א",6.576422795347143
351,מרכז הצעירים,3.4613771310075845
351,"מתנ""ס רמות",6.875491511590364
351,"מתנ""ס נווה זאב",4.919246699155733
351,מתנס נווה נוי,3.34271600513858
352,"מתנ""ס לוין",5.504031310970105
352,"מתנ""ס נירים",5.947624856776433
352,"מתנ""ס נעורים",5.235184486557467
352,"מתנ""ס פאני קפלן",5.571453963110878
352,"מתנ""ס טאובל",4.265357032068235
352,"מתנ""ס - י'א",6.640715647741781
352,מרכז הצעירים,3.5387290251975996
352,"מתנ""ס רמות",6.870068169152382
352,"מתנ""ס נווה זאב",5.0096888415320295
352,מתנס נווה נוי,3.4474976030092503
353,"מתנ""ס לוין",5.585414876765615
353,"מתנ""ס נירים",6.033112625619072
353,"מתנ""ס נעורים",5.336566794894873
353,"מתנ""ס פאני קפלן",5.6867649478876885
353,"מתנ""ס טאובל",4.397912116217594
353,"מתנ""ס - י'א",6.6255845885646005
353,מרכז הצעירים,3.4928418494794626
353,"מתנ""ס רמות",7.0035986767090375
353,"מתנ""ס נווה זאב",4.925307023200873
353,מתנס נווה נוי,3.319448494412638
354,"מתנ""ס לוין",5.7423267942181555
354,"מתנ""ס נירים",6.1903180544876735
354,"מתנ""ס נעורים",5.494725045577585
354,"מתנ""ס פאני קפלן",5.8452056409444735
354,"מתנ""ס טאובל",4.5559523590807895
354,"מתנ""ס - י'א",6.764261562884961
354,מרכז הצעירים,3.6239067303897627
