Entrances,Not_reside,Used,floors,appartment,Name,Shape_Leng,Shape_Area
1,0,מגורים,2,1,,0.00033785250,0.00000000643
1,0,מגורים,2,1,,0.00034018927,0.00000000652
1,0,מגורים,2,1,,0.00031408476,0.00000000613
1,0,מגורים,2,1,,0.00031145128,0.00000000602
1,0,מגורים,2,1,,0.00041789130,0.00000000983
1,0,מגורים,2,1,,0.00041084256,0.00000000958
1,0,מגורים,2,1,,0.00032282318,0.00000000621
1,0,מגורים,2,1,,0.00032558039,0.00000000635
1,0,מגורים,2,1,,0.00042977353,0.00000000949
1,0,מגורים,2,1,,0.00045783814,0.00000000988
1,0,מגורים,2,1,,0.00042844830,0.00000000937
1,0,מגורים,2,1,,0.00032626229,0.00000000638
1,0,מגורים,2,1,,0.00032732375,0.00000000643
1,0,מגורים,2,1,,0.00032114426,0.00000000613
1,0,מגורים,2,1,,0.00039645649,0.00000000810
1,0,מגורים,2,1,,0.00032055728,0.00000000610
1,0,מגורים,2,1,,0.00031987982,0.00000000607
1,0,מגורים,2,1,,0.00032859181,0.00000000650
1,0,מגורים,2,1,,0.00042615235,0.00000000960
1,0,מגורים,2,1,,0.00031762456,0.00000000603
1,0,מגורים,2,1,,0.00032595668,0.00000000637
1,0,מגורים,2,1,,0.00032251496,0.00000000620
1,0,מגורים,2,1,,0.00041466373,0.00000000979
1,0,מגורים,2,1,,0.00031997529,0.00000000637
1,0,מגורים,2,1,,0.00042560423,0.00000001032
1,0,מגורים,2,1,,0.00031117591,0.00000000601
1,0,מגורים,2,1,,0.00032107452,0.00000000615
1,0,מגורים,2,1,,0.00032640458,0.00000000639
1,0,מגורים,2,1,,0.00032238877,0.00000000619
1,0,מגורים,2,1,,0.00032634292,0.00000000638
1,0,מגורים,2,1,,0.00031469824,0.00000000615
1,0,מגורים,2,1,,0.00041880502,0.00000001006
1,0,מגורים,2,1,,0.00031166988,0.00000000576
1,0,מגורים,2,1,,0.00032363955,0.00000000633
1,1,מקלט,2,0,,0.00065665520,0.00000001656
1,0,מגורים,2,1,,0.00034372798,0.00000000719
1,0,מגורים,2,1,,0.00034373592,0.00000000719
1,0,מגורים,2,1,,0.00036465649,0.00000000817
1,0,מגורים,2,1,,0.00032945644,0.00000000647
1,0,מגורים,2,1,,0.00044675599,0.00000001079
1,0,מגורים,2,1,,0.00034646298,0.00000000731
1,0,מגורים,2,1,,0.00033803510,0.00000000697
1,0,מגורים,2,1,,0.00034636401,0.00000000736
1,0,מגורים,2,1,,0.00035791451,0.00000000786
1,0,מגורים,2,1,,0.00033545723,0.00000000678
1,0,מגורים,2,1,,0.00034682199,0.00000000732
1,0,מגורים,2,1,,0.00034709693,0.00000000734
1,0,מגורים,2,1,,0.00051782691,0.00000001268
1,0,מגורים,2,1,,0.00033802956,0.00000000694
1,0,מגורים,2,1,,0.00034169027,0.00000000712
1,0,מגורים,2,1,,0.00034588872,0.00000000732
1,0,מגורים,2,1,,0.00034087372,0.00000000710
1,0,מגורים,2,1,,0.00034286936,0.00000000719
1,0,מגורים,2,1,,0.00033820597,0.00000000669
1,0,מגורים,2,1,,0.00032914904,0.00000000623
1,1,מקלט,2,0,קו לחיים,0.00049667536,0.00000001268
1,1,מקלט,2,0,מוקד קהילתי,0.00049860273,0.00000001282
1,0,מגורים,2,1,,0.00034767785,0.00000000739
1,0,מגורים,2,1,,0.00043547607,0.00000001011
1,0,מגורים,2,1,,0.00033424874,0.00000000679
1,0,מגורים,2,1,,0.00035032955,0.00000000754
1,0,מגורים,2,1,,0.00043756090,0.00000001046
1,0,מגורים,2,1,,0.00031278618,0.00000000581
1,0,מגורים,2,1,,0.00033886232,0.00000000693
1,0,מגורים,2,1,,0.00043750864,0.00000001004
1,0,מגורים,2,1,,0.00043253683,0.00000001028
1,0,מגורים,2,1,,0.00043760188,0.00000001007
1,0,מגורים,2,1,,0.00031852195,0.00000000610
1,0,מגורים,2,1,,0.00052053680,0.00000001171
1,0,מגורים,2,1,,0.00052322900,0.00000001234
1,0,מגורים,2,1,,0.00044150021,0.00000001048
1,0,מגורים,2,1,,0.00032052410,0.00000000619
1,0,מגורים,2,1,,0.00047451629,0.00000001066
1,0,מגורים,2,1,,0.00043840502,0.00000000965
1,0,מגורים,2,1,,0.00034484801,0.00000000693
1,0,מגורים,2,1,,0.00046277127,0.00000001176
1,0,מגורים,2,1,,0.00044893022,0.00000001043
1,0,מגורים,2,1,,0.00033885760,0.00000000698
1,0,מגורים,2,1,,0.00046061041,0.00000001154
1,0,מגורים,2,1,,0.00039890220,0.00000000891
1,0,מגורים,2,1,,0.00040392141,0.00000000917
1,0,מגורים,2,1,,0.00008533708,0.00000000040
1,0,מגורים,2,1,,0.00067376373,0.00000001818
1,0,מגורים,2,1,,0.00044281760,0.00000001058
1,0,מגורים,2,1,,0.00044408349,0.00000001053
1,0,מגורים,2,1,,0.00033651789,0.00000000684
1,0,מגורים,2,1,,0.00046582085,0.00000001173
1,0,מגורים,2,1,,0.00032770429,0.00000000667
1,0,מגורים,2,1,,0.00033647719,0.00000000657
1,0,מגורים,2,1,,0.00033259629,0.00000000642
1,0,מגורים,2,1,,0.00032826116,0.00000000623
1,0,מגורים,2,1,,0.00033185065,0.00000000628
1,0,מגורים,2,1,,0.00033781536,0.00000000655
1,0,מגורים,2,1,,0.00043388729,0.00000000970
1,0,מגורים,2,1,,0.00041684563,0.00000000968
1,0,מגורים,2,1,,0.00033082877,0.00000000636
1,0,מגורים,2,1,,0.00032840339,0.00000000622
1,0,מגורים,2,1,,0.00033617246,0.00000000654
1,0,מגורים,2,1,,0.00048662137,0.00000001165
1,0,מגורים,2,1,,0.00032784346,0.00000000650
1,1,גן ילדים,2,0,,0.00069713812,0.00000002547
1,0,מגורים,2,1,,0.00031705225,0.00000000599
1,0,מגורים,2,1,,0.00044316344,0.00000001091
1,1,מקלט,2,0,תנועת נוער,0.00065253437,0.00000001639
1,0,מגורים,2,1,,0.00032621794,0.00000000645
1,0,מגורים,2,1,,0.00032522729,0.00000000640
1,0,מגורים,2,1,,0.00032857793,0.00000000657
1,0,מגורים,2,1,,0.00032150870,0.00000000623
1,0,מגורים,2,1,,0.00032575113,0.00000000642
1,0,מגורים,2,1,,0.00032552234,0.00000000641
1,0,מגורים,2,1,,0.00032689101,0.00000000642
1,0,מגורים,2,1,,0.00032997926,0.00000000656
1,0,מגורים,2,1,,0.00033464431,0.00000000643
1,0,מגורים,2,1,,0.00043029771,0.00000000943
1,1,מקלט,2,0,,0.00049979749,0.00000001287
1,0,מגורים,2,1,,0.00033600470,0.00000000655
1,0,מגורים,2,1,,0.00032608186,0.00000000612
1,0,מגורים,2,1,,0.00057869688,0.00000001642
1,0,מגורים,2,1,,0.00031505326,0.00000000599
1,0,מגורים,2,1,,0.00032513543,0.00000000644
1,0,מגורים,2,1,,0.00042518427,0.00000000959
1,0,מגורים,2,1,,0.00044032219,0.00000001056
1,0,מגורים,2,1,,0.00032536113,0.00000000642
1,0,מגורים,2,1,,0.00043877701,0.00000001038
1,0,מגורים,2,1,,0.00044056595,0.00000000966
1,0,מגורים,2,1,,0.00033771321,0.00000000659
1,0,מגורים,2,1,,0.00032256760,0.00000000587
1,0,מגורים,2,1,,0.00034035494,0.00000000674
1,0,מגורים,2,1,,0.00033147978,0.00000000635
1,0,מגורים,2,1,,0.00033447167,0.00000000642
1,0,מגורים,2,1,,0.00041781471,0.00000000945
1,0,מגורים,2,1,,0.00032653734,0.00000000647
1,0,מגורים,2,1,,0.00034552583,0.00000000700
1,0,מגורים,2,1,,0.00032390745,0.00000000593
1,0,מגורים,2,1,,0.00033021899,0.00000000622
1,0,מגורים,2,1,,0.00033913961,0.00000000668
1,0,מגורים,2,1,,0.00032479799,0.00000000612
1,0,מגורים,2,1,,0.00033646367,0.00000000663
1,0,מגורים,2,1,,0.00033209686,0.00000000640
1,0,מגורים,2,1,,0.00032422275,0.00000000628
1,0,מגורים,2,1,,0.00032166516,0.00000000625
1,0,מגורים,2,1,,0.00032768488,0.00000000653
1,0,מגורים,2,1,,0.00032434887,0.00000000635
1,0,מגורים,2,1,,0.00032147263,0.00000000622
1,0,מגורים,2,1,,0.00032615450,0.00000000638
1,0,מגורים,2,1,,0.00032753929,0.00000000646
1,0,מגורים,2,1,,0.00043754782,0.00000000997
1,0,מגורים,2,1,,0.00043406066,0.00000000969
1,0,מגורים,2,1,,0.00023528237,0.00000000344
1,0,מגורים,2,1,,0.00046676385,0.00000000909
1,0,מגורים,2,1,,0.00032025135,0.00000000615
0,0,תחבורה,2,0,,0.00011661716,0.00000000069
1,0,מגורים,2,1,,0.00032943209,0.00000000653
1,0,מגורים,2,1,,0.00043911663,0.00000000975
1,0,מגורים,2,1,,0.00032638905,0.00000000639
1,0,מגורים,2,1,,0.00032207861,0.00000000618
1,0,מגורים,2,1,,0.00040570579,0.00000000946
1,0,מגורים,2,1,,0.00041167331,0.00000000983
1,0,מגורים,2,1,,0.00033099870,0.00000000664
1,0,מגורים,2,1,,0.00034276260,0.00000000715
1,0,מגורים,2,1,,0.00034346841,0.00000000718
1,0,מגורים,2,1,,0.00032778761,0.00000000650
1,0,מגורים,2,1,,0.00032905171,0.00000000618
1,0,מגורים,2,1,,0.00033341219,0.00000000628
1,0,מגורים,2,1,,0.00034003279,0.00000000662
1,0,מגורים,2,1,,0.00033478583,0.00000000635
1,0,מגורים,2,1,,0.00033852530,0.00000000655
1,0,מגורים,2,1,,0.00033651349,0.00000000644
1,0,מגורים,2,1,,0.00032409786,0.00000000579
1,0,מגורים,2,1,,0.00035105629,0.00000000719
1,0,מגורים,2,1,,0.00033719066,0.00000000647
1,0,מגורים,2,1,,0.00033791708,0.00000000651
1,0,מגורים,2,1,,0.00038444090,0.00000000748
1,0,מגורים,2,1,,0.00034257540,0.00000000611
1,0,מגורים,2,1,,0.00033738773,0.00000000648
1,0,מגורים,2,1,,0.00033743339,0.00000000649
1,0,מגורים,2,1,,0.00033178876,0.00000000619
1,0,מגורים,2,1,,0.00034323253,0.00000000679
1,0,מגורים,2,1,,0.00037366808,0.00000000738
1,0,מגורים,2,1,,0.00034177923,0.00000000671
1,0,מגורים,2,1,,0.00033479750,0.00000000635
1,0,מגורים,2,1,,0.00033853651,0.00000000655
1,0,מגורים,2,1,,0.00033853476,0.00000000655
1,0,מגורים,2,1,,0.00033480689,0.00000000635
1,0,מגורים,2,1,,0.00031360347,0.00000000612
1,0,מגורים,2,1,,0.00033871222,0.00000000655
1,0,מגורים,2,1,,0.00033631542,0.00000000643
1,0,מגורים,2,1,,0.00033685445,0.00000000646
1,0,מגורים,2,1,,0.00043089530,0.00000000746
1,0,מגורים,2,1,,0.00040482769,0.00000000774
1,0,מגורים,2,1,,0.00033625764,0.00000000653
1,0,מגורים,2,1,,0.00045035058,0.00000001071
1,0,מגורים,2,1,,0.00043601572,0.00000001003
1,0,מגורים,2,1,,0.00033165204,0.00000000636
1,0,מגורים,2,1,,0.00033334894,0.00000000646
1,0,מגורים,2,1,,0.00035637133,0.00000000732
1,0,מגורים,2,1,,0.00034574078,0.00000000673
1,0,מגורים,2,1,,0.00033520127,0.00000000651
1,0,מגורים,2,1,,0.00033790203,0.00000000668
1,0,מגורים,2,1,,0.00033545254,0.00000000651
1,0,מגורים,2,1,,0.00044629550,0.00000001052
1,0,מגורים,2,1,,0.00033540224,0.00000000657
1,0,מגורים,2,1,,0.00033395242,0.00000000647
1,0,מגורים,2,1,,0.00033312980,0.00000000644
1,0,מגורים,2,1,,0.00033816438,0.00000000668
1,0,מגורים,2,1,,0.00033862083,0.00000000665
1,0,מגורים,2,1,,0.00033380628,0.00000000640
1,0,מגורים,2,1,,0.00033731995,0.00000000646
1,0,מגורים,2,1,,0.00034199770,0.00000000659
1,0,מגורים,2,1,,0.00034161123,0.00000000686
1,0,מגורים,2,1,,0.00033070963,0.00000000633
1,0,מגורים,2,1,,0.00033700080,0.00000000663
1,0,מגורים,2,1,,0.00033286668,0.00000000646
1,0,מגורים,2,1,,0.00033689527,0.00000000660
1,0,מגורים,2,1,,0.00033427120,0.00000000648
1,0,מגורים,2,1,,0.00050086873,0.00000001208
1,0,מגורים,2,1,,0.00033316510,0.00000000639
1,0,מגורים,2,1,,0.00033587942,0.00000000654
1,0,מגורים,2,1,,0.00032440796,0.00000000633
1,0,מגורים,2,1,,0.00034482604,0.00000000725
1,0,מגורים,2,1,,0.00034450194,0.00000000724
1,0,מגורים,2,1,,0.00034305616,0.00000000716
1,0,מגורים,2,1,,0.00052753920,0.00000001246
1,0,מגורים,2,1,,0.00034536723,0.00000000728
1,0,מגורים,2,1,,0.00034395772,0.00000000721
1,0,מגורים,2,1,,0.00034466324,0.00000000725
1,0,מגורים,2,1,,0.00034466324,0.00000000725
1,0,מגורים,2,1,,0.00036643245,0.00000000759
1,0,מגורים,2,1,,0.00034452714,0.00000000726
1,0,מגורים,2,1,,0.00044088954,0.00000001044
1,0,מגורים,2,1,,0.00034257755,0.00000000715
1,0,מגורים,2,1,,0.00047256166,0.00000001179
1,0,מגורים,2,1,,0.00034122976,0.00000000708
1,0,מגורים,2,1,,0.00035115793,0.00000000755
1,0,מגורים,2,1,,0.00033818681,0.00000000694
1,0,מגורים,2,1,,0.00034508470,0.00000000728
1,0,מגורים,2,1,,0.00034346021,0.00000000721
1,0,מגורים,2,1,,0.00044371626,0.00000001096
1,0,מגורים,2,1,,0.00045486354,0.00000001125
1,0,מגורים,2,1,,0.00034302816,0.00000000718
1,0,מגורים,2,1,,0.00034557587,0.00000000731
1,0,מגורים,2,1,,0.00043890198,0.00000001050
1,0,מגורים,2,1,,0.00034180923,0.00000000711
1,0,מגורים,2,1,,0.00034696301,0.00000000737
1,0,מגורים,2,1,,0.00034182985,0.00000000713
1,0,מגורים,2,1,,0.00035695109,0.00000000783
1,0,מגורים,2,1,,0.00033224948,0.00000000666
1,0,מגורים,2,1,,0.00034388836,0.00000000721
1,0,מגורים,2,1,,0.00034405765,0.00000000722
1,0,מגורים,2,1,,0.00033817861,0.00000000694
1,0,מגורים,2,1,,0.00035092743,0.00000000754
1,0,מגורים,2,1,,0.00034376758,0.00000000716
1,0,מגורים,2,1,,0.00034978110,0.00000000745
1,0,מגורים,2,1,,0.00033891094,0.00000000692
1,0,מגורים,2,1,,0.00035525607,0.00000000771
1,0,מגורים,2,1,,0.00032948376,0.00000000621
1,0,מגורים,2,1,,0.00033616500,0.00000000659
1,0,מגורים,2,1,,0.00044644259,0.00000001059
1,0,מגורים,2,1,,0.00034656051,0.00000000735
1,0,מגורים,2,1,,0.00034162149,0.00000000712
1,0,מגורים,2,1,,0.00044496235,0.00000001072
1,0,מגורים,2,1,,0.00034058401,0.00000000707
1,0,מגורים,2,1,,0.00034820501,0.00000000743
1,0,מגורים,2,1,,0.00032659829,0.00000000601
1,0,מגורים,2,1,,0.00034470226,0.00000000693
1,0,מגורים,2,1,,0.00040858247,0.00000000865
1,0,מגורים,2,1,,0.00033847805,0.00000000697
1,0,מגורים,2,1,,0.00034603423,0.00000000733
1,0,מגורים,2,1,,0.00034103477,0.00000000710
1,0,מגורים,2,1,,0.00034631721,0.00000000728
1,0,מגורים,2,1,,0.00034803005,0.00000000736
1,0,מגורים,2,1,,0.00034717452,0.00000000732
1,0,מגורים,2,1,,0.00034717435,0.00000000732
1,0,מגורים,2,1,,0.00034989175,0.00000000748
1,0,מגורים,2,1,,0.00033689002,0.00000000686
1,0,מגורים,2,1,,0.00034733735,0.00000000736
1,0,מגורים,2,1,,0.00033943435,0.00000000698
0,0,תחבורה,2,0,,0.00011472758,0.00000000065
1,0,מגורים,2,1,,0.00034105519,0.00000000709
1,0,מגורים,2,1,,0.00034772689,0.00000000740
1,0,מגורים,2,1,,0.00033695781,0.00000000690
1,0,מגורים,2,1,,0.00035182550,0.00000000760
1,0,מגורים,2,1,,0.00034854865,0.00000000744
1,0,מגורים,2,1,,0.00034019717,0.00000000705
1,0,מגורים,2,1,,0.00039610542,0.00000000907
1,0,מגורים,2,1,,0.00033445445,0.00000000675
1,0,מגורים,2,1,,0.00033866061,0.00000000695
1,0,מגורים,2,1,,0.00034803644,0.00000000739
1,0,מגורים,2,1,,0.00033916908,0.00000000698
1,0,מגורים,2,1,,0.00034687322,0.00000000734
1,0,מגורים,2,1,,0.00034336376,0.00000000717
1,0,מגורים,2,1,,0.00034251025,0.00000000713
1,0,מגורים,2,1,,0.00032706345,0.00000000648
1,0,מגורים,2,1,,0.00032789294,0.00000000651
1,0,מגורים,2,1,,0.00032529282,0.00000000642
1,0,מגורים,2,1,,0.00032611283,0.00000000645
1,0,מגורים,2,1,,0.00032728510,0.00000000648
1,0,מגורים,2,1,,0.00033061538,0.00000000663
1,0,מגורים,2,1,,0.00032852177,0.00000000654
1,0,מגורים,2,1,,0.00032932548,0.00000000657
1,0,מגורים,2,1,,0.00032812415,0.00000000652
1,0,מגורים,2,1,,0.00032813141,0.00000000652
1,0,מגורים,2,1,,0.00033080520,0.00000000660
1,0,מגורים,2,1,,0.00032556925,0.00000000637
1,0,מגורים,2,1,,0.00032871216,0.00000000652
1,0,מגורים,2,1,,0.00034002638,0.00000000668
1,0,מגורים,2,1,,0.00032911442,0.00000000618
1,0,מגורים,2,1,,0.00032124793,0.00000000621
1,0,מגורים,2,1,,0.00033126339,0.00000000666
1,0,מגורים,2,1,,0.00041517269,0.00000000805
1,0,מגורים,2,1,,0.00033222999,0.00000000630
1,0,מגורים,2,1,,0.00032930373,0.00000000658
1,0,מגורים,2,1,,0.00032407481,0.00000000635
1,0,מגורים,2,1,,0.00033497287,0.00000000686
1,0,מגורים,2,1,,0.00034792406,0.00000000677
1,0,מגורים,2,1,,0.00033419208,0.00000000681
1,0,מגורים,2,1,,0.00031877341,0.00000000610
1,0,מגורים,2,1,,0.00031834580,0.00000000612
1,0,מגורים,2,1,,0.00032815424,0.00000000647
1,0,מגורים,2,1,,0.00032995596,0.00000000660
1,0,מגורים,2,1,,0.00032585651,0.00000000641
1,0,מגורים,2,1,,0.00032707992,0.00000000647
1,0,מגורים,2,1,,0.00032739555,0.00000000648
1,0,מגורים,2,1,,0.00032941687,0.00000000657
1,0,מגורים,2,1,,0.00032749099,0.00000000648
1,0,מגורים,2,1,,0.00033751031,0.00000000695
1,0,מגורים,2,1,,0.00031908679,0.00000000610
1,0,מגורים,2,1,,0.00032234608,0.00000000628
1,0,מגורים,2,1,,0.00032748318,0.00000000652
1,0,מגורים,2,1,,0.00031879848,0.00000000609
1,0,מגורים,2,1,,0.00033453243,0.00000000682
1,0,מגורים,2,1,,0.00033507309,0.00000000654
1,0,מגורים,2,1,,0.00033600334,0.00000000653
1,0,מגורים,2,1,,0.00033499505,0.00000000652
1,0,מגורים,2,1,,0.00033510231,0.00000000648
1,0,מגורים,2,1,,0.00032357900,0.00000000601
1,0,מגורים,2,1,,0.00034619593,0.00000000710
1,0,מגורים,2,1,,0.00036686643,0.00000000739
1,0,מגורים,2,1,,0.00032797153,0.00000000652
1,0,מגורים,2,1,,0.00032128108,0.00000000620
1,0,מגורים,2,1,,0.00036419574,0.00000000704
1,0,מגורים,2,1,,0.00038040223,0.00000000759
1,0,מגורים,2,1,,0.00033435937,0.00000000647
1,0,מגורים,2,1,,0.00033184314,0.00000000634
1,0,מגורים,2,1,,0.00034193171,0.00000000717
1,0,מגורים,2,1,,0.00031065684,0.00000000573
1,0,מגורים,2,1,,0.00056478748,0.00000001761
1,0,מגורים,2,1,,0.00057963963,0.00000001668
1,0,מגורים,2,1,,0.00057305717,0.00000001491
1,0,מגורים,2,1,,0.00032932450,0.00000000653
1,0,מגורים,2,1,,0.00036172530,0.00000000751
1,0,מגורים,2,1,,0.00032390284,0.00000000627
1,0,מגורים,2,1,,0.00032456888,0.00000000630
1,0,מגורים,2,1,,0.00032393189,0.00000000654
1,0,מגורים,2,1,,0.00046614255,0.00000001078
1,0,מגורים,2,1,,0.00033847487,0.00000000654
1,0,מגורים,2,1,,0.00034925048,0.00000000655
1,0,מגורים,2,1,,0.00033747562,0.00000000649
1,0,מגורים,2,1,,0.00033648516,0.00000000644
1,0,מגורים,2,1,,0.00032864300,0.00000000655
1,0,מגורים,2,1,,0.00032628906,0.00000000644
1,0,מגורים,2,1,,0.00032919785,0.00000000659
1,0,מגורים,2,1,,0.00042359526,0.00000000956
1,0,מגורים,2,1,,0.00033858196,0.00000000702
1,0,מגורים,2,1,,0.00031393991,0.00000000586
1,0,מגורים,2,1,,0.00042203039,0.00000000963
1,0,מגורים,2,1,,0.00032239980,0.00000000631
1,0,מגורים,2,1,,0.00033841911,0.00000000654
1,0,מגורים,2,1,,0.00033491194,0.00000000636
1,0,מגורים,2,1,,0.00033933729,0.00000000659
1,0,מגורים,2,1,,0.00033405196,0.00000000631
1,0,מגורים,2,1,,0.00032132442,0.00000000614
1,0,מגורים,2,1,,0.00032750373,0.00000000644
1,0,מגורים,2,1,,0.00031884431,0.00000000633
0,0,תחבורה,2,0,,0.00011518667,0.00000000062
1,0,מגורים,2,1,,0.00031055343,0.00000000599
1,0,מגורים,2,1,,0.00031053856,0.00000000599
1,0,מגורים,2,1,,0.00068600008,0.00000001846
1,0,מגורים,2,1,,0.00043211101,0.00000000986
1,0,מגורים,2,1,,0.00048549661,0.00000001092
1,0,מגורים,2,1,,0.00042950093,0.00000000956
1,0,מגורים,2,1,,0.00042755016,0.00000000964
1,0,מגורים,2,1,,0.00031991161,0.00000000606
1,0,מגורים,2,1,,0.00044893070,0.00000001028
1,0,מגורים,2,1,,0.00033534154,0.00000000651
1,0,מגורים,2,1,,0.00033591212,0.00000000654
1,0,מגורים,2,1,,0.00032798769,0.00000000609
1,0,מגורים,2,1,,0.00034446597,0.00000000693
1,0,מגורים,2,1,,0.00033876595,0.00000000668
1,0,מגורים,2,1,,0.00033167016,0.00000000625
1,0,מגורים,2,1,,0.00033752828,0.00000000658
1,0,מגורים,2,1,,0.00033208558,0.00000000640
1,0,מגורים,2,1,,0.00037515819,0.00000000792
1,0,מגורים,2,1,,0.00034351272,0.00000000717
0,0,תחבורה,2,0,,0.00011206231,0.00000000064
1,0,מגורים,2,1,,0.00034342860,0.00000000718
1,0,מגורים,2,1,,0.00034759974,0.00000000737
1,0,מגורים,2,1,,0.00034367135,0.00000000718
1,0,מגורים,2,1,,0.00032087611,0.00000000618
1,0,מגורים,2,1,,0.00032646398,0.00000000645
2,0,מגורים,2,2,,0.00045985475,0.00000001263
1,0,מגורים,2,1,,0.00043538202,0.00000001020
1,0,מגורים,2,1,,0.00044353189,0.00000001015
1,0,מגורים,2,1,,0.00033388636,0.00000000651
1,0,מגורים,2,1,,0.00034042112,0.00000000670
1,0,מגורים,2,1,,0.00045695278,0.00000001102
1,0,מגורים,2,1,,0.00033009436,0.00000000664
1,0,מגורים,2,1,,0.00031790285,0.00000000610
1,0,מגורים,2,1,,0.00032840019,0.00000000653
1,0,מגורים,2,1,,0.00032735235,0.00000000648
1,0,מגורים,2,1,,0.00032219187,0.00000000624
1,0,מגורים,2,1,,0.00033280321,0.00000000674
1,0,מגורים,2,1,,0.00033449729,0.00000000646
1,0,מגורים,2,1,,0.00033723340,0.00000000661
1,0,מגורים,2,1,,0.00033907362,0.00000000668
1,0,מגורים,2,1,,0.00033164221,0.00000000635
1,0,מגורים,2,1,,0.00032613841,0.00000000612
1,0,מגורים,2,1,,0.00034098586,0.00000000680
0,0,תחבורה,2,0,,0.00011578582,0.00000000074
1,0,מגורים,2,1,,0.00033726935,0.00000000662
1,0,מגורים,2,1,,0.00033291579,0.00000000637
1,0,מגורים,2,1,,0.00034387785,0.00000000697
1,0,מגורים,2,1,,0.00032445871,0.00000000602
1,0,מגורים,2,1,,0.00048506714,0.00000001377
1,0,מגורים,2,1,,0.00054846482,0.00000001083
1,0,מגורים,2,1,,0.00055631667,0.00000001736
2,0,מגורים,2,2,,0.00044139064,0.00000001152
1,0,מגורים,2,1,,0.00054331951,0.00000001396
1,0,מגורים,2,1,אלי''ע,0.00072159146,0.00000002200
1,0,מגורים,2,1,,0.00056319916,0.00000001464
1,0,מגורים,2,1,,0.00040736986,0.00000001001
1,0,מגורים,2,1,,0.00027530508,0.00000000441
1,0,מגורים,2,1,,0.00041297567,0.00000000925
1,1,מסחרי,2,0,,0.00067557049,0.00000002514
1,0,מגורים,2,1,,0.00057616326,0.00000001646
1,0,מגורים,2,1,,0.00046149237,0.00000001073
1,0,מגורים,2,1,,0.00047171713,0.00000001339
1,0,מגורים,2,1,,0.00042956576,0.00000001075
1,0,מגורים,2,1,,0.00043325559,0.00000001093
1,0,מגורים,2,1,,0.00040171846,0.00000000882
1,0,מגורים,2,1,,0.00042587253,0.00000000919
1,0,מגורים,2,1,,0.00041491318,0.00000000852
1,0,מגורים,2,1,,0.00038224765,0.00000000687
1,0,מגורים,2,1,,0.00041170176,0.00000000929
1,0,מגורים,2,1,,0.00042083438,0.00000000786
1,0,מגורים,2,1,,0.00045074921,0.00000001041
1,0,מגורים,2,1,,0.00045924112,0.00000001045
1,0,מגורים,2,1,,0.00041192302,0.00000000652
1,0,מגורים,2,1,,0.00042083596,0.00000000734
1,0,מגורים,2,1,,0.00047717811,0.00000001253
1,0,מגורים,2,1,,0.00048400499,0.00000001300
1,0,מגורים,2,1,,0.00049661306,0.00000001221
1,0,מגורים,2,1,,0.00050638438,0.00000001357
1,0,מגורים,2,1,,0.00095772772,0.00000002698
1,0,מגורים,2,1,,0.00047440235,0.00000001069
1,0,מגורים,2,1,,0.00049096095,0.00000001039
1,0,מגורים,2,1,,0.00045974946,0.00000001051
1,0,מגורים,2,1,,0.00047269863,0.00000001054
1,0,מגורים,2,1,,0.00042732733,0.00000000950
1,0,מגורים,2,1,,0.00043411284,0.00000000997
1,0,מגורים,2,1,,0.00042887200,0.00000000967
1,0,מגורים,2,1,,0.00042601341,0.00000000959
1,0,מגורים,2,1,,0.00042151049,0.00000001073
1,0,מגורים,2,1,,0.00058599332,0.00000001914
1,1,מגורים - חזית ציבורי/ מסחר,2,1,,0.00079764693,0.00000002379
1,0,מגורים,2,1,,0.00039242126,0.00000000695
1,0,מגורים,2,1,,0.00063942128,0.00000002270
1,0,מגורים,2,1,,0.00039903235,0.00000000788
1,0,מגורים,2,1,,0.00038569224,0.00000000669
1,0,מגורים,2,1,,0.00039425269,0.00000000732
1,0,מגורים,2,1,,0.00039017724,0.00000000733
1,0,מגורים,2,1,,0.00039387281,0.00000000720
1,0,מגורים,2,1,,0.00039735671,0.00000000761
1,0,מגורים,2,1,,0.00039707057,0.00000000724
1,0,מגורים,2,1,,0.00039855930,0.00000000774
1,0,מגורים,2,1,,0.00039378177,0.00000000706
1,0,מגורים,2,1,,0.00039819328,0.00000000765
1,0,מגורים,2,1,,0.00039750264,0.00000000723
1,0,מגורים,2,1,,0.00039614976,0.00000000722
1,0,מגורים,2,1,,0.00039371382,0.00000000746
1,0,מגורים,2,1,,0.00046106318,0.00000000987
1,0,מגורים,2,1,,0.00045666255,0.00000000980
1,0,מגורים,2,1,,0.00045520934,0.00000000967
1,0,מגורים,2,1,,0.00045076818,0.00000000960
1,0,מגורים,2,1,,0.00045608171,0.00000000980
1,0,מגורים,2,1,,0.00045744725,0.00000000979
1,0,מגורים,2,1,,0.00045528755,0.00000000965
1,0,מגורים,2,1,,0.00045797596,0.00000000994
1,0,מגורים,2,1,,0.00042399941,0.00000000975
1,0,מגורים,2,1,,0.00041744370,0.00000000913
1,0,מגורים,2,1,,0.00042210105,0.00000000959
1,0,מגורים,2,1,,0.00041526037,0.00000000907
1,0,מגורים,2,1,,0.00041633159,0.00000000909
1,0,מגורים,2,1,,0.00075581038,0.00000002538
1,0,מגורים,2,1,,0.00064892515,0.00000002627
1,0,מגורים,2,1,,0.00042829082,0.00000000980
