X,Y,Z,Id,location,Address,Amount,angle
34.81052056,31.260080972,0,0,,,,
34.81215065,31.2581960090001,0,0,,,,
34.81143518,31.259243795,0,0,,,,
34.799999041,31.2806467720001,0,0,,,,
34.7976156490001,31.2705173360001,0,0,,,,
34.7980413670001,31.2697168880001,0,0,,,,
34.793094969,31.264880835,0,0,,,,
34.793642434,31.264195333,0,0,,,,
34.7778056940001,31.272067361,0,0,,,,
34.773337187,31.248392876,0,0,,,,
34.7794477190001,31.243449723,0,0,,,,
34.7981953350001,31.251003289,0,0,,,,
34.798288272,31.2609963990001,0,0,,,,
34.797987623,31.25855188,0,0,,,,
34.809458428,31.23494702,0,0,,,,
34.81495812,31.2347251670001,0,0,,,,
34.809471511,31.2300460710001,0,0,,,,
34.798673837,31.266708512,0,0,,,,
34.796926426,31.2464226810001,0,0,,,,
34.775531162,31.252653751,0,0,בית ספר אילנות,,5,360
34.8218043960001,31.2269897240001,0,0,צומת חוצות להב,,4,360
34.7751191340001,31.260097349,0,0,"בית ספר שז""ר",,10,
34.7921619050001,31.2527978740001,0,0,מחלקת אחזקת מוסדות,זלמן שניאור 12,6,
34.804604931,31.226710403,0,0,כניסה לעמק שרה,,3 מצל,360
34.804604931,31.226710403,0,0,כניסה לעמק שרה,,3 מצל,360
34.803738846,31.226636118,0,0,צומת 25,הפועלים דרך אילת,1,360
34.7758112330001,31.258648092,0,0,צומת אבא אחימאיר דרך מצדה,,2,270
34.776128081,31.258609775,0,0,צומת מצדה שמעון,,1,45
34.7756076380001,31.258827578,0,0,פארק וטרנים ומתקני כושר,,4,270
34.7809389060001,31.258441685,0,0,צומת מצדה יואב,,1,45
34.7809389060001,31.258441685,0,0,צומת מצדה יואב,,1,45
34.781214015,31.258418729,0,0,צומת יואב מצדה,,2,
34.7812056490001,31.2584258590001,0,0,צומת מצדה יואב,,2,
34.787746806,31.2675932330001,0,0,פארק אילן רמון,,1,120
34.7872221590001,31.2674984650001,0,0,פארק אילן רמון,,2,360
34.7883692830001,31.2675522970001,0,0,פארק הכלבים,,1,360
34.7852676160001,31.2681590720001,0,0,צומת סנהדרין יהודה הלוי,,2,360
34.785533044,31.2681324960001,0,0,צומת סנהדרין יהודה הלוי,,2,
34.785752679,31.2684100210001,0,0,פארק סנהדרין,,1,360
34.8048808620001,31.220515569,0,0,כניסה לעמק מרחוב הבונים,,,
34.81242389,31.220176065,0,0,כיכר טויוטה,,,
34.812990257,31.220196881,0,0,כיכר טויוטה 2,,,
34.8128822900001,31.213703567,0,0,צומת הקוצר,,,
34.813182087,31.225347648,0,0,כיכר הפועלים,,,
34.8163723270001,31.2247655100001,0,0,כניסה הרתף,,,
34.813617229,31.227573014,0,0,כניסה מכיוון דימונה,,,
34.8096634440001,31.2260957410001,0,0,כיכר קרמני,,,
34.798667687,31.25558864,0,0,וינגייט רגר,,5,
34.7995200290001,31.2556247370001,0,0,חניון אפר מול סורוקה,,3,
34.782941975,31.243693266,0,0,"מוזיאון האנז""ק",,15,
34.7689397290001,31.233390575,0,0,בית ספר פלח 5,,17,
34.787019824,31.2664025190001,0,0,"מקיף אמי""ת",,50,
34.761286823,31.2618391710001,0,0,פארק הילדים,,12,
34.7791925510001,31.269107465,0,0,"שצ""פ אבוחצירא",,6,
34.787136913,31.2421517340001,0,0,צומת הפיקוד,,2,
34.7877039700001,31.242043804,0,0,גן רמז,,4,
34.807717822,31.251974401,0,0,השלום ארלוזורוב,,2,270
34.808063035,31.2517869480001,0,0,מרכז אורות,השלום המעפילים,4,360
34.8061720640001,31.2265499710001,0,0,מחסן חרום עירייה,הפועלים 25,13,360
34.8035896320001,31.234262996,0,0,גשר טורקי,,4,360
34.7983288190001,31.235773722,0,0,אגף גנים ונוף,,4,360
34.795935163,31.2394826290001,0,0,שוק עירוני,,70,360
34.79270093,31.2374196110001,0,0,"צומת חברון קק""ל",,4,360
34.791608825,31.238208362,0,0,"קק""ל שלושת בני עין חרוד",,4,360
34.791018288,31.238612136,0,0,"קק""ל טרומפלדור",,4,360
34.787434605,31.2387495790001,0,0,מרכז הצעירים,,,
34.7884040530001,31.2409002300001,0,0,גן אלנבי,,4,
34.7788975920001,31.2657987370001,0,0,מרכז חרום,,,
34.8108471,31.256422227,0,0,השלום וינגייט,,4,360
34.793612974,31.2439892140001,0,0,צומת אלי כהן,,6,360
