X,Y,Z,combined1,combined2,combined3,SpecialCom,Swing,slid,carrousel,spring,omega,roserose,other,shadowing,surface,Name,type
34.797567019,31.2840337870001,0,0,0,1,0,0,0,0,2,0,1,3,,,חיים שושנה,שכונתי
34.7967436010001,31.284767113,0,0,0,0,0,0,0,0,0,0,0,2,,,חיים שושנה רפאל,כיס
34.7966962250001,31.282675334,0,0,0,0,0,0,0,0,0,0,0,7,,,עמיצור שושנה טיילת,כיס
34.806325901,31.2835821560001,0,1,0,0,0,0,0,0,0,0,0,,,,נחום שריג עליון,כיס
34.8066386790001,31.2839057510001,0,1,1,0,0,0,0,0,4,0,1,,,,נחום שריג תחתון,שכונתי
34.805478126,31.2846158900001,0,1,0,0,0,0,0,0,0,0,0,1,,,נחום שריג 39,כיס
34.8053567160001,31.2812375440001,0,1,0,0,0,0,0,0,0,0,0,,,,נחום שריג 1,כיס
34.805633497,31.2809967910001,0,0,0,0,0,0,0,0,0,0,0,3,,,נחום שריג 2,כיס
34.8057250050001,31.2808753750001,0,0,0,0,0,0,0,0,0,0,0,3,,,נחום סריג 3,כיס
34.8059782870001,31.280771164,0,1,0,0,0,0,0,0,0,0,0,,,,נחום שריג 4,כיס
34.8040439,31.2800784630001,0,1,0,0,0,1,0,0,0,0,1,,,,נחום גולדמן עליון,שכונתי
34.8033258520001,31.280212396,0,0,0,1,0,0,0,0,3,0,0,,,,נחום גולדמן אמצעי,שכונתי
34.803168462,31.2805049410001,0,1,0,0,0,0,0,0,2,0,1,,,,נחום גולדמן תחתון,שכונתי
34.80959396,31.2662962150001,0,0,0,0,0,0,0,0,2,0,0,,,משטח גומי,יצחק מודעי -יעקב מרש,שכונתי
34.791583216,31.2352451250001,0,1,0,1,0,0,0,0,0,0,0,,,משטח גומי,פארק פעמון,רובעי
34.7733097440001,31.2399029590001,0,1,0,0,0,0,0,0,0,0,1,,,דשא סינטטי,פרישמן חדש,שכונתי
34.7731987830001,31.239873951,0,0,0,0,0,0,0,0,0,0,0,2,,משטח חול,פרישמן,כיס
34.79601675,31.2546733250001,0,1,0,0,0,0,0,0,0,0,0,,,משטח גומי,שמעוני 14 קומות,כיס
34.7920707280001,31.256317799,0,1,0,0,0,0,0,0,2,0,0,,,משטח גומי,שד הסופרים -אינשטיין,כיס
34.797752422,31.2770977550001,0,0,2,0,0,0,0,1,2,0,0,,יש,משטח גומי,שרגא אברמסון,שכונתי
34.7986487260001,31.277683203,0,1,0,0,0,0,0,0,0,0,0,,,משטח גומי,בקי,שכונתי
34.803417779,31.283475492,0,0,0,0,0,0,0,0,0,0,1,,,משטח גומי,ישראל גלילי 7,כיס
34.8036210820001,31.2846788160001,0,1,0,0,0,0,0,0,0,0,0,,,משטח גומי,ישראל גלילי 22,כיס
34.804072477,31.2833946110001,0,0,1,0,0,0,0,0,0,0,0,,,משטח גומי,ישראל גלילי 13,כיס
34.8044537280001,31.2846382320001,0,0,0,0,0,0,0,0,0,0,0,,,משטח גומי,ישראל גלילי 21,כיס
34.8051564690001,31.284532439,0,0,1,0,0,0,0,0,0,0,0,,,משטח גומי,הנגבי מיכאל 14,כיס
34.8038447370001,31.285832214,0,1,0,0,0,0,0,0,0,0,1,1,,משטח חול,ישראל גלילי 35,כיס
34.8030802170001,31.2857606260001,0,1,0,0,0,0,0,0,0,0,0,,,משטח גומי,לוי אשכול,כיס
34.8067576020001,31.2684865700001,0,0,0,0,0,0,0,0,2,0,2,,,משטח חול,המדע הדעת,כיס
34.811349013,31.259244574,0,0,0,0,0,0,0,0,0,0,0,,,משטח גומי,מרמלדה 2,רובעי
34.760916701,31.261518976,0,0,0,0,1,0,0,0,0,0,0,,,משטח גומי,פארק הילדים שטח אי,רובעי
34.813307261,31.267856652,0,0,0,1,0,3,0,0,0,0,0,,,משטח גומי,זבולון המר- כרמל,שכונתי
34.7630592140001,31.2618483270001,0,0,0,0,0,0,0,0,0,0,0,3,,משטח חול,פארק הילדים שטח אומגה,רובעי
34.7621447540001,31.2619294190001,0,0,2,0,0,3,0,3,5,0,3,"בית בובות, חללית,מסאית,סקייט",,,פארק הילדים שטח גדול,רובעי
34.759872022,31.25986657,0,1,0,0,0,1,0,0,2,0,0,,יש,משטח גומי,זריצקי 11 -2,שכונתי
34.7609066140001,31.260199453,0,1,0,0,0,1,0,0,1,0,0,,יש,משטח גומי,זריצקי 17 -1,שכונתי
34.7777159390001,31.2317162730001,0,0,0,0,0,0,0,0,0,0,0,,,,,
34.763246187,31.262620451,0,0,0,0,0,0,0,0,0,0,0,,,,לונדה פנימי,
34.7634432450001,31.2623598280001,0,0,0,0,0,0,0,0,0,0,0,,,,לונדה חיצוני,
34.787063978,31.2599430440001,0,0,0,1,0,2,0,0,0,0,0,,,,מבצע נחשון 48 חדש,כיס
34.7734744470001,31.243966551,0,0,0,0,1,2,0,0,1,0,0,אופניים + ספסל כריש,יש,דשא סינטטי,מגידו,
34.800766954,31.2484972340001,0,0,0,0,0,0,0,0,0,0,0,,,,שפריר,
