X,Y,Z,Name,type,oldName
34.7755323580001,31.252647304,0,אילנות,בית ספר,
34.785771621,31.240188625,0,בית יעקב,על יסודי,
34.777197831,31.267816587,0,תורת האבות,בית ספר,
34.7911250650001,31.264439306,0,אורים,בית ספר,
34.764322527,31.2576983880001,0,אור,בית ספר,
34.781396306,31.2522073760001,0,רמבם,בית ספר,
34.7827649480001,31.2682493200001,0,נטע ארז,בית ספר,
34.7682371760001,31.236973624,0,תורני נווה זאב,בית ספר,
34.7941142130001,31.2598712870001,0,ישיבת תורה אור,על יסודי,
34.796971732,31.2647710630001,0,באר מים חיים,בית ספר,
34.758870679,31.2667499990001,0,תיכון בית חיה,על יסודי,
34.796940147,31.2651212550001,0,סמינר בית יעקב,על יסודי,
34.7861296930001,31.249817303,0,אור מרגלית,על יסודי,
34.7751397710001,31.260067566,0,"שורשים (שז""ר)",בית ספר,
34.7845493080001,31.2726028210001,0,גשר,בית ספר,
34.8014561620001,31.2586892580001,0,סורוקה,בית ספר,
34.780583478,31.2576956130001,0,"ישיבת אמי""ת",על יסודי,
34.7803744940001,31.2570856520001,0,עמל,על יסודי,
34.7715550940001,31.263262775,0,אור ליאן,על יסודי,
34.8053083190001,31.2696285490001,0,,גן ילדים,לוטם
34.802989247,31.271246745,0,בוטן,גן ילדים,
34.776008275,31.236207714,0,סיגלית,גן ילדים,
34.776008275,31.236207714,0,לילך,גן ילדים,
34.773627144,31.235569318,0,צבעוני ססגוני,גן ילדים,
34.773627144,31.235569318,0,צבעוני המדבר,גן ילדים,
34.766559575,31.230558296,0,פשוש,גן ילדים,
34.766559575,31.230558296,0,חסידה,גן ילדים,
34.8076576230001,31.2833804150001,0,ינשוף,גן ילדים,
34.8075586840001,31.283087633,0,תנשמת,גן ילדים,
34.8076262330001,31.283222036,0,עטלף,גן ילדים,
34.798435571,31.281715696,0,בז,גן ילדים,
34.798717717,31.2815775380001,0,עיט,גן ילדים,
34.798915627,31.281818881,0,עיטם,גן ילדים,דיה
34.798600478,31.281884109,0,נשר,גן ילדים,
34.7698455180001,31.239951875,0,שפירית,גן ילדים,
34.769968503,31.239962862,0,גחלילית,גן ילדים,
34.8006108430001,31.2800451680001,0,דוכיפת,גן ילדים,
34.8006108430001,31.2800451680001,0,סנונית,גן ילדים,
34.7995061300001,31.284459521,0,צדף,גן ילדים,
34.7997250490001,31.2842839090001,0,שונית,גן ילדים,
34.799286878,31.284258504,0,ריף,גן ילדים,
34.7995040430001,31.2840636510001,0,קונכיה,גן ילדים,
34.765942694,31.237662732,0,אקליפטוס,גן ילדים,
34.7656417920001,31.237062775,0,אשל,גן ילדים,
34.765725246,31.237486204,0,שקמה,גן ילדים,
34.7660965380001,31.2374916970001,0,צפצפה,גן ילדים,
34.7656723050001,31.237345921,0,זית,גן ילדים,
34.7658776160001,31.23718826,0,חרוב,גן ילדים,
34.766704449,31.2357844900001,0,אירוס הנגב,גן ילדים,
34.766704449,31.2357844900001,0,אירוס הדור,גן ילדים,
34.766704449,31.2357844900001,0,אירוס ארגמן,גן ילדים,
34.7632850210001,31.2642445010001,0,סהר,גן ילדים,
34.7632850210001,31.2642445010001,0,ירח,גן ילדים,
34.7632850210001,31.2642445010001,0,לבנה,גן ילדים,
34.7824024600001,31.2366619950001,0,פיסטוק,גן ילדים,
34.7824142970001,31.2365468830001,0,פקאן,גן ילדים,
34.7880139860001,31.2633846890001,0,סחלב,גן ילדים,
34.7880139860001,31.2633846890001,0,תילתן,גן ילדים,
34.788381095,31.2525848120001,0,מיתר,גן ילדים,
34.776367636,31.259376564,0,שיבולת,גן ילדים,
34.772346865,31.246861832,0,פטל,גן ילדים,
34.775338795,31.2572078850001,0,עפרוני,גן ילדים,
34.797319869,31.279607502,0,חורש,גן ילדים,מורן
34.7617437850001,31.2694123410001,0,סתיו,גן ילדים,אביב
34.778604214,31.253581367,0,קוקוס,גן ילדים,אגוז
34.7714209100001,31.2453778980001,0,אופיר,גן ילדים,
34.774792545,31.2555448730001,0,קורל,גן ילדים,אלמוג
34.775731175,31.244067909,0,כרם,גן ילדים,אשכול
34.7938877240001,31.2549443670001,0,רחל,גן ילדים,ביאליק
34.8102211280001,31.2687639390001,0,בן גוריון,גן ילדים,
34.809884305,31.2688650960001,0,בן גוריון,גן ילדים,
34.79332114,31.2489281840001,0,מפוחית,גן ילדים,ברנר
34.80481709,31.2838995750001,0,רמה,גן ילדים,
34.807751275,31.287560937,0,גליל עליון,גן ילדים,
34.7751780290001,31.238700067,0,"שיל""ת",גן ילדים,דביר
34.767356068,31.240388495,0,שלדג,גן ילדים,
34.8008204930001,31.2819351810001,0,פלפלון,גן ילדים,
34.798429089,31.284115801,0,הדס,גן ילדים,
34.797735086,31.2851609470001,0,הרצוג,גן ילדים,
34.7983644400001,31.2850198150001,0,הרצוג,גן ילדים,
34.7763508840001,31.2470930150001,0,רוח,גן ילדים,השלושה
